#! Run[i,0]/ sHB_P[f,1]/ sQ1_P[f,2]/ sQ2_P[f,3]/ sQ3_P[f,4]/ sD_P[f,5]/ Angle[f,6]/ Target[s,7]/ Target_Mass[f,8]/ ppartmass[f,9]/ Raster[s,10]/ Collimator[s,11]/ TFE[f,12]/ Ps1[f,13]/ Ps2[f,14]/ Ps3[f,15]/ Ps4[f,16]/ Ps5[f,17]/ Ps6[f,18]/ shms_xMisPoint[f,19]/ shms_yMisPoint[f,20]/ 
2221 4.811 7.2674 4.7763 5.2395 4.8659 24.995 LH2 1.00794 0.00051099 2x2 Coll 6.40501 1 -1 -1 -1 -1 -1 -0.126 -0.06 
2222 3.911 3.9113 3.911 3.9244 3.911 24.995 LH2 1.00794 0.00051099 2x2 Coll 6.40498 1 -1 -1 -1 -1 -1 -0.126 -0.06 
2223 3.911 3.9113 3.911 3.9244 3.911 24.995 LH2 1.00794 0.00051099 2x2 Coll 6.40498 1 -1 -1 -1 -1 -1 -0.126 -0.06 
2228 3.911 3.9113 3.911 3.9244 3.911 24.995 LH2 1.00794 0.00051099 2x2 Centered_Sieve 6.40459 1 -1 -1 -1 -1 -1 -0.126 -0.06 
2229 3.911 3.9113 3.911 3.9244 3.911 24.995 LH2 1.00794 0.00051099 2x2 Centered_Sieve 6.40466 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2230 3.6 3.6003 3.6 3.6097 3.6 24.995 LH2 1.00794 0.00051099 2x2 Coll 6.4047 None None None None None None None None 
2231 3.349 3.3492 3.349 3.3561 3.349 24.995 LH2 1.00794 0.00051099 2x2 Coll 6.40473 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2475 5.1 5.1002 5.1 5.1331 5.1 21.035 LH2 1.00794 0.00051099 2x2 Coll 10.5981 1 -1 -1 -1 -1 -1 -0.126 -0.06 
2476 5.1 5.1002 5.1 5.1331 5.1 21.035 LH2 1.00794 0.00051099 2x2 Coll 10.5981 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2477 5.1 5.1002 5.1 5.1331 5.1 21.035 LH2 1.00794 0.00051099 2x2 Coll 10.5981 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2480 5.1 5.1002 5.1 5.1331 5.1 21.035 LH2 1.00794 0.00051099 2x2 Coll 10.598 -1 -1 1 -1 -1 -1 -0.126 -0.06 
2481 5.1 5.1002 5.1 5.1331 5.1 21.035 LH2 1.00794 0.00051099 2x2 Coll 10.598 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2483 5.1 5.1002 5.1 5.1331 5.1 21.035 LH2 1.00794 0.00051099 2x2 Coll 10.5979 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2484 5.1 5.1002 5.1 5.1331 5.1 21.035 LH2 1.00794 0.00051099 2x2 Coll 10.5979 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2485 5.1 5.1002 5.1 5.1331 5.1 21.035 LH2 1.00794 0.00051099 2x2 Coll 10.5979 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2486 5.1 5.1002 5.1 5.1331 5.1 21.035 LH2 1.00794 0.00051099 2x2 Coll 10.5979 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2487 5.1 5.1002 5.1 5.1331 5.1 21.035 LH2 1.00794 0.00051099 2x2 Coll 10.5978 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2488 5.1 5.1002 5.1 5.1331 5.1 21.035 LH2 1.00794 0.00051099 2x2 Coll 10.5978 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2570 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5976 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2571 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5975 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2572 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5982 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2573 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5981 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2574 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5981 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2575 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.598 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2576 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5979 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2583 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5976 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2584 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5975 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2585 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5975 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2586 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5975 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2587 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5975 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2588 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5975 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2589 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5974 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2599 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5963 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2600 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5969 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2601 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5975 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2602 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5974 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2608 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5974 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2609 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5974 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2610 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5974 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2611 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5972 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2612 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5972 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2613 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5971 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2614 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5972 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2626 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5974 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2627 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5973 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2628 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5972 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2629 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5971 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2630 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5972 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2631 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5978 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2632 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5978 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2633 2.5 2.5 2.5 2.5014 2.5 38.975 LH2 1.00794 0.00051099 2x2 Coll 10.5977 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2726 3.2 3.2002 3.2 3.2058 3.2 32.975 LH2 1.00794 0.00051099 2x2 Coll 10.597 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2727 3.2 3.2002 3.2 3.2058 3.2 32.975 LH2 1.00794 0.00051099 2x2 Coll 10.597 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2729 3.2 3.2002 3.2 3.2058 3.2 32.975 LH2 1.00794 0.00051099 2x2 Coll 10.5971 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2730 3.2 3.2002 3.2 3.2058 3.2 32.975 LH2 1.00794 0.00051099 2x2 Coll 10.5971 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2737 3.2 3.2002 3.2 3.2058 3.2 32.975 LH2 1.00794 0.00051099 2x2 Coll 10.5983 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2738 3.2 3.2002 3.2 3.2058 3.2 32.975 LH2 1.00794 0.00051099 2x2 Coll 10.5978 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2739 3.2 3.2002 3.2 3.2058 3.2 32.975 LH2 1.00794 0.00051099 2x2 Coll 10.5976 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2740 3.2 3.2002 3.2 3.2058 3.2 32.975 LH2 1.00794 0.00051099 2x2 Coll 10.5977 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2741 3.2 3.2002 3.2 3.2058 3.2 32.975 LH2 1.00794 0.00051099 2x2 Coll 10.5974 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2747 3.2 3.2002 3.2 3.2058 3.2 32.975 LH2 1.00794 0.00051099 2x2 Coll 10.5979 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2748 3.2 3.2002 3.2 3.2058 3.2 32.975 LH2 1.00794 0.00051099 2x2 Coll 10.5978 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2751 3.2 3.2002 3.2 3.2058 3.2 32.975 LH2 1.00794 0.00051099 2x2 Coll 10.5976 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2752 3.2 3.2002 3.2 3.2058 3.2 32.975 LH2 1.00794 0.00051099 2x2 Coll 10.5979 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2753 3.2 3.2002 3.2 3.2058 3.2 32.975 LH2 1.00794 0.00051099 2x2 Coll 10.5978 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2754 3.2 3.2002 3.2 3.2058 3.2 32.975 LH2 1.00794 0.00051099 2x2 Coll 10.5979 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2902 3.7 3.7003 3.7 3.7108 3.7 28.99 LH2 1.00794 0.00051099 2x2 Coll 10.5975 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2903 3.7 3.7003 3.7 3.7108 3.7 28.99 LH2 1.00794 0.00051099 2x2 Coll 10.5975 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2904 3.7 3.7003 3.7 3.7108 3.7 28.99 LH2 1.00794 0.00051099 2x2 Coll 10.5975 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2905 3.7 3.7003 3.7 3.7108 3.7 28.99 LH2 1.00794 0.00051099 2x2 Coll 10.5973 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2906 3.7 3.7003 3.7 3.7108 3.7 28.99 LH2 1.00794 0.00051099 2x2 Coll 10.5969 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2907 3.7 3.7003 3.7 3.7108 3.7 28.99 LH2 1.00794 0.00051099 2x2 Coll 10.5966 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2908 3.7 3.7003 3.7 3.7108 3.7 28.99 LH2 1.00794 0.00051099 2x2 Coll 10.5961 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2909 3.7 3.7003 3.7 3.7108 3.7 28.99 LH2 1.00794 0.00051099 2x2 Coll 10.5958 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2910 3.7 3.7003 3.7 3.7108 3.7 28.99 LH2 1.00794 0.00051099 2x2 Coll 10.5954 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2911 3.7 3.7003 3.7 3.7108 3.7 28.99 LH2 1.00794 0.00051099 2x2 Coll 10.5951 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2912 3.7 3.7003 3.7 3.7108 3.7 28.99 LH2 1.00794 0.00051099 2x2 Coll 10.5947 -1 1 -1 -1 -1 -1 -0.126 -0.06 
2913 3.7 3.7003 3.7 3.7108 3.7 28.99 LH2 1.00794 0.00051099 2x2 Coll 10.5943 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3026 4.4 4.4004 4.4 4.4205 4.4 24.98 LH2 1.00794 0.00051099 2x2 Coll 10.5976 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3027 4.4 4.4004 4.4 4.4205 4.4 24.98 LH2 1.00794 0.00051099 2x2 Coll 10.5984 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3028 4.4 4.4004 4.4 4.4205 4.4 24.98 LH2 1.00794 0.00051099 2x2 Coll 10.5981 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3029 4.4 4.4004 4.4 4.4205 4.4 24.98 LH2 1.00794 0.00051099 2x2 Coll 10.5981 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3030 4.4 4.4004 4.4 4.4205 4.4 24.98 LH2 1.00794 0.00051099 2x2 Coll 10.5976 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3031 4.4 4.4004 4.4 4.4205 4.4 24.98 LH2 1.00794 0.00051099 2x2 Coll 10.5977 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3032 4.4 4.4004 4.4 4.4205 4.4 24.98 LH2 1.00794 0.00051099 2x2 Coll 10.5978 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3033 4.4 4.4004 4.4 4.4205 4.4 24.98 LH2 1.00794 0.00051099 2x2 Coll 10.5977 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3034 4.4 4.4004 4.4 4.4205 4.4 24.98 LH2 1.00794 0.00051099 2x2 Coll 10.5976 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3122 4.4 4.4004 4.4 4.4205 4.4 24.98 LH2 1.00794 0.00051099 2x2 Coll 10.5975 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3123 4.4 4.4004 4.4 4.4205 4.4 24.98 LH2 1.00794 0.00051099 2x2 Coll 10.5977 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3148 9.8 10.0123 9.8 9.9794 9.8 8.02 LH2 1.00794 0.00051099 2x2 Coll 10.5974 -1 257 -1 -1 -1 -1 -0.126 -0.06 
3149 9.8 10.0123 9.8 9.9794 9.8 8.02 LH2 1.00794 0.00051099 2x2 Coll 10.5974 -1 129 -1 -1 -1 -1 -0.126 -0.06 
3150 9.8 10.0123 9.8 9.9794 9.8 8.02 LH2 1.00794 0.00051099 2x2 Coll 10.5974 -1 129 -1 -1 -1 -1 -0.126 -0.06 
3151 9.8 10.0123 9.8 9.9794 9.8 8.02 LH2 1.00794 0.00051099 2x2 Coll 10.5974 -1 129 -1 -1 -1 -1 -0.126 -0.06 
3206 4.4 4.4004 4.4 4.4205 4.4 24.955 LH2 1.00794 0.00051099 2x2 Coll 10.5978 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3207 4.4 4.4004 4.4 4.4205 4.4 24.955 LH2 1.00794 0.00051099 2x2 Coll 10.5978 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3208 4.4 4.4004 4.4 4.4205 4.4 24.955 LH2 1.00794 0.00051099 2x2 Coll 10.5978 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3209 4.4 4.4004 4.4 4.4205 4.4 24.955 LH2 1.00794 0.00051099 2x2 Coll 10.5979 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3210 4.4 4.4004 4.4 4.4205 4.4 24.955 LH2 1.00794 0.00051099 2x2 Coll 10.5978 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3211 4.4 4.4004 4.4 4.4205 4.4 24.955 LH2 1.00794 0.00051099 2x2 Coll 10.5978 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3212 4.4 4.4004 4.4 4.4205 4.4 24.955 LH2 1.00794 0.00051099 2x2 Coll 10.5978 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3213 4.4 4.4004 4.4 4.4205 4.4 24.955 LH2 1.00794 0.00051099 2x2 Coll 10.5979 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3214 4.4 4.4004 4.4 4.4205 4.4 24.955 LH2 1.00794 0.00051099 2x2 Coll 10.5977 -1 1 -1 -1 -1 -1 -0.126 -0.06 
3215 4.4 4.4004 4.4 4.4205 4.4 24.955 LH2 1.00794 0.00051099 2x2 Coll 10.5976 -1 1 -1 -1 -1 -1 -0.126 -0.06 
